subject,trial_type,trial_subtype,trial_num,time_datetime,waist Acceleration X (m/s^2)_mean,waist Acceleration Y (m/s^2)_mean,waist Acceleration Z (m/s^2)_mean,waist Acceleration X (m/s^2)_variance,waist Acceleration Y (m/s^2)_variance,waist Acceleration Z (m/s^2)_variance
1,ADLs,DS,trial1,2011-05-07 20:39:52.500,-7.626460306249996,-0.4849147156250001,-6.04105883125,16.76097681071773,0.5950555009118967,10.004596138962878
1,ADLs,DS,trial1,2011-05-07 20:39:55.000,-7.645591768749999,-0.45004702812500036,-6.473448390625,10.370245502461582,1.214928853135487,6.962840500525976
1,ADLs,DS,trial1,2011-05-07 20:39:57.500,-6.977973668750002,-0.46903696875000006,-6.639435240625002,12.839626870701409,0.9320323060553216,9.714241307109734
1,ADLs,DS,trial1,2011-05-07 20:40:00.000,-7.722116296874999,-1.0084809968750004,-5.437405478125001,8.353146752831414,1.3689758471410378,20.840612058922698
1,ADLs,DS,trial1,2011-05-07 20:40:02.500,-9.378878493749992,-2.3601641593750013,1.7745485093749989,0.015041691724219462,0.031163431511294366,0.016837909841197214
1,ADLs,DS,trial1,2011-05-07 20:40:05.000,-9.409782164835164,-2.4272345604395613,1.6159218901098897,0.0010776381662379187,0.0022901169062697494,0.0008385276228497485
1,ADLs,DS,trial2,2011-05-07 20:42:07.500,-9.803048507936506,-0.4843871031746032,-1.1998997420634925,0.0011061329507210474,0.0022897843676068495,0.005888538767825675
1,ADLs,DS,trial2,2011-05-07 20:42:10.000,-9.2092130875,-0.469432021875,-2.7480146218750012,3.0854009968236946,0.5258050062322471,1.411604430612713
1,ADLs,DS,trial2,2011-05-07 20:42:12.500,-8.615340303124999,-0.1788097937500001,-4.780668690625001,14.55666768841427,0.8272840595772926,4.419219340578769
1,ADLs,DS,trial2,2011-05-07 20:42:15.000,-8.780181884375,-0.3367829093749999,-4.66728300625,15.420469008604922,0.6382826073684283,6.894040895443689
1,ADLs,DS,trial2,2011-05-07 20:42:17.500,-8.143220534375,-0.26193622187499976,-5.387932625,7.70972338667185,0.9086232643148751,4.343994187953553
1,ADLs,DS,trial2,2011-05-07 20:42:20.000,-8.104246971874996,-0.27365544375,-5.813570306250002,10.164218366937,0.5602850889717215,4.267050278965518
1,ADLs,DS,trial2,2011-05-07 20:42:22.500,-8.272412306250006,-0.3119976718749998,-5.826747340625,10.126213095686673,0.5678641495406604,7.045527524992854
1,ADLs,DS,trial2,2011-05-07 20:42:25.000,-8.831540628125001,-0.1336532,-4.540030843749999,0.06195795491262256,0.07109087659438615,0.09322618079405695
1,ADLs,DS,trial2,2011-05-07 20:42:27.500,-8.964705685714286,-0.028755985714285708,-4.198103828571428,0.0007763275526824835,0.0010440918369997929,0.00032593005026005723
1,ADLs,DS,trial3,2011-05-07 20:43:50.000,-9.456464246575345,-0.754859803652968,-2.747881164383562,0.005946454789911412,0.0023969942798282417,0.004287579671706878
1,ADLs,DS,trial3,2011-05-07 20:43:52.500,-8.495076215624994,-0.6688695687500001,-4.629862396874996,8.838156288481125,0.9913947289717442,3.802380775870502
1,ADLs,DS,trial3,2011-05-07 20:43:55.000,-8.48635339375001,-0.14755869375000003,-5.366440809374998,15.106511331853921,1.1410421684902692,4.970554056912251
1,ADLs,DS,trial3,2011-05-07 20:43:57.500,-8.332047921874999,-0.4867739781250003,-5.174665562499996,9.398597774378423,0.7582692757561662,4.65083041685076
1,ADLs,DS,trial3,2011-05-07 20:44:00.000,-7.7580121874999985,-0.30889482187500056,-5.870174737499999,11.233944017404339,0.7491033801033884,5.821950383512634
1,ADLs,DS,trial3,2011-05-07 20:44:02.500,-8.289458306249996,-0.43659764062500006,-6.139347371875003,15.849933905834012,0.978614099983115,9.714732037309705
1,ADLs,DS,trial3,2011-05-07 20:44:05.000,-7.874517865625004,0.03816610625000006,-5.7571033562500045,3.5333747319785718,0.6479946265132867,3.3967613110770674
1,ADLs,DS,trial3,2011-05-07 20:44:07.500,-8.537464387499998,-0.25716296562499996,-5.047788981250003,0.0072656026449026525,0.01091224154482326,0.0088014423599369
1,ADLs,DS,trial3,2011-05-07 20:44:10.000,-8.269348960784313,1.453756264705882,-6.029363784313726,1.5364199778377805,3.4463877424499976,2.808649352906823
1,ADLs,DSL,trial1,2011-05-07 20:20:55.000,-9.836897445783132,0.23001472289156624,-0.32597963855421686,0.005604581343103712,0.005671709746836909,0.0010883324450141102
1,ADLs,DSL,trial1,2011-05-07 20:20:57.500,-9.832029459375,0.3225831031249998,-0.38649724999999985,0.0015671585846942547,0.004516597363133531,0.0017779459761504712
1,ADLs,DSL,trial1,2011-05-07 20:21:00.000,-9.345824190625,0.17964201249999992,-0.7546025406250001,1.0699016585911207,0.03025639943720988,0.9929463409551958
1,ADLs,DSL,trial1,2011-05-07 20:21:02.500,-3.324907609375,1.9226067343749993,-2.349774484375005,28.15710091278809,10.054213970198042,75.43559930625024
1,ADLs,DSL,trial1,2011-05-07 20:21:05.000,2.9028033468750007,2.561810475,9.045995171874996,0.5903874489373064,0.06815658113265147,0.0626180742465817
1,ADLs,DSL,trial1,2011-05-07 20:21:07.500,2.824634725,2.6604806375,9.018196859374997,0.001460406190036975,0.0012006628060437362,0.00013135207123721502
1,ADLs,DSL,trial1,2011-05-07 20:21:10.000,2.808376798319326,2.6941226302521017,9.012562857142859,0.0009869215343642178,0.0009734268430610108,9.493313943098605e-05
1,ADLs,DSL,trial2,2011-05-07 20:21:40.000,-9.869214614906829,-0.0062416024844720525,-0.24111690062111804,0.0422312333243256,0.01916832655769098,0.027786439524377576
1,ADLs,DSL,trial2,2011-05-07 20:21:42.500,-9.864857296875005,-0.05847888749999998,-0.3181079312499998,0.0018665090265040571,0.01281475493814404,0.007332951460923159
1,ADLs,DSL,trial2,2011-05-07 20:21:45.000,-7.011999731250009,-0.3504756687499998,-4.1301428,10.3382860016962,0.21095996173987114,25.029043870600997
1,ADLs,DSL,trial2,2011-05-07 20:21:47.500,-2.368709815625001,3.196154950000001,3.07863546875,22.746132052634366,5.819758042333846,60.67496909302436
1,ADLs,DSL,trial2,2011-05-07 20:21:50.000,2.6392728562500007,3.39547898125,8.815263762500011,0.001690534338869567,0.007386144359767572,0.0006602633787709189
1,ADLs,DSL,trial2,2011-05-07 20:21:52.500,2.639490584374999,3.494439584374999,8.778719909375008,0.0011092578957232625,0.0009282697120994436,0.0001108366995246776
1,ADLs,DSL,trial2,2011-05-07 20:21:55.000,2.6241227062500005,3.5154360187499996,8.776294512499996,0.0013190754839823517,0.0012498294305719674,9.961551613820887e-05
1,ADLs,DSL,trial3,2011-05-07 20:22:17.500,-9.870659129277572,0.3630985855513307,-0.47758543346007637,0.0024769958263725377,0.004172349687869558,0.006688408059590031
1,ADLs,DSL,trial3,2011-05-07 20:22:20.000,-9.864311690625,0.195056671875,-0.7173546156250002,0.0013293795140889488,0.0024452060283026585,0.0026212977866825206
1,ADLs,DSL,trial3,2011-05-07 20:22:22.500,-8.378910568750005,-0.41527990625000016,-2.35096448125,5.394054574576775,1.0154171843013766,8.850405447989004
1,ADLs,DSL,trial3,2011-05-07 20:22:25.000,-5.331308715624993,0.29024910937500076,-2.1929454687500014,9.120739619664565,15.500560833735573,64.43081538670174
1,ADLs,DSL,trial3,2011-05-07 20:22:27.500,1.3485068125000006,1.3492254999999997,9.656437690624987,0.6654737433848482,0.04287202017715986,0.22717615534481495
1,ADLs,DSL,trial3,2011-05-07 20:22:30.000,1.604940778125,1.4941442125000002,9.544459140625005,0.0029695761903424916,0.0019752361751709836,0.00010189236590804753
1,ADLs,DSL,trial3,2011-05-07 20:22:32.500,1.635833482758621,1.435440448275862,9.548445482758622,0.00303743042604356,0.0005416919006025424,8.154650264004743e-05
1,ADLs,DSS,trial1,2011-05-07 20:16:57.500,-9.65357661904762,-0.08135142857142857,2.0383702380952378,0.0052708613482417375,0.003456037588006968,0.0053911196804784746
1,ADLs,DSS,trial1,2011-05-07 20:17:00.000,-9.647141818749995,0.04668761249999999,2.0589122281250005,0.00238213459686356,0.009855233585711432,0.004510619145731448
1,ADLs,DSS,trial1,2011-05-07 20:17:02.500,-7.844069843750003,-0.11352151249999998,-2.398273846874998,4.335586119539381,0.26475181915603113,37.17930641140601
1,ADLs,DSS,trial1,2011-05-07 20:17:05.000,-9.26102683124999,-0.08270173125000009,1.3453443843750006,0.5121298586975386,0.19106671185000282,5.445105237369155
1,ADLs,DSS,trial1,2011-05-07 20:17:07.500,-9.622745512499998,0.033973793749999974,2.1854348062500013,0.0016811465074105382,0.0031937771500325602,0.00127939930873349
1,ADLs,DSS,trial1,2011-05-07 20:17:10.000,-9.628236515625002,0.0031777468749999956,2.155671440624999,0.001125073763422991,0.0023010248789106457,0.0008957697409494581
1,ADLs,DSS,trial1,2011-05-07 20:17:12.500,-9.621860559139785,-0.05977188888888889,2.184075784946236,0.0007464241505135755,0.0010041526567969633,0.0004141659287593377
1,ADLs,DSS,trial2,2011-05-07 20:17:27.500,-9.771310283185842,-0.12700320353982306,1.3887355398230095,0.0018910291073297835,0.001496182875734987,0.0005726770346077704
1,ADLs,DSS,trial2,2011-05-07 20:17:30.000,-9.765754924999992,-0.11538331562500001,1.4331358250000004,0.0035627928403266272,0.002831153045652421,0.005179599424483357
1,ADLs,DSS,trial2,2011-05-07 20:17:32.500,-6.630440328125002,0.02943702499999996,-3.8471118999999954,5.951528354948841,0.12879599878497747,46.54466331680502
1,ADLs,DSS,trial2,2011-05-07 20:17:35.000,-9.646167499999994,-0.8745346843750001,1.7658454625000002,0.11437876433006856,0.010406064924981579,0.12292269238179128
1,ADLs,DSS,trial2,2011-05-07 20:17:37.500,-9.696896453125001,-0.88893589375,1.5900128375000009,0.0019046447134586208,0.006183572768778656,0.0009061512878982661
1,ADLs,DSS,trial2,2011-05-07 20:17:40.000,-9.689291325000001,-0.9821066906250001,1.5751994843750026,0.001495511122006919,0.002244839546333464,0.003158473139090657
1,ADLs,DSS,trial2,2011-05-07 20:17:42.500,-9.684190894230769,-1.264565158653846,1.621995192307692,0.008288813679882505,0.24788483215680063,0.009274770701586036
1,ADLs,DSS,trial3,2011-05-07 20:18:05.000,-9.738375791044776,-0.0348745671641791,-1.7423120895522395,0.0020224119545274592,0.0013967932987134996,0.0009620555612701067
1,ADLs,DSS,trial3,2011-05-07 20:18:07.500,-9.799778909375004,-0.05572580625000001,-1.2944493812500002,0.005702754029073365,0.002727294283335386,0.20084045752022417
1,ADLs,DSS,trial3,2011-05-07 20:18:10.000,-7.168836181250002,-0.013921415624999989,-4.4458086562500005,8.542336651062177,0.28338821976988,34.90914653299618
1,ADLs,DSS,trial3,2011-05-07 20:18:12.500,-9.288139859374994,0.2881257843749997,0.27036140624999944,1.5019300060739778,0.21128202833366808,3.824785030720225
1,ADLs,DSS,trial3,2011-05-07 20:18:15.000,-9.800693971874995,-0.14887612812500012,1.1470831406249988,0.005378252549876954,0.002915618092312685,0.010935238236453393
1,ADLs,DSS,trial3,2011-05-07 20:18:17.500,-9.802266121874997,-0.21722959999999997,1.1566146374999993,0.001146619004721786,0.0022596042412877746,0.0010834273409779146
1,ADLs,DSS,trial3,2011-05-07 20:18:20.000,-9.812444556149734,-0.20551559893048138,1.1012951657754007,0.0010514867431083645,0.001654423599284514,0.0009303514403003218
1,ADLs,NW,trial1,2011-05-07 20:08:42.500,-9.845046105504583,-0.06918897247706426,-0.3341907201834862,0.001723510885974935,0.0019028995006351833,0.0020417556759628175
1,ADLs,NW,trial1,2011-05-07 20:08:45.000,-9.850193234374993,-0.08201528749999995,-0.17081972812499985,0.0011186931544809372,0.00232254008088887,0.005730828139019889
1,ADLs,NW,trial1,2011-05-07 20:08:47.500,-9.850355362500002,-0.09008575937500009,-0.022041062499999944,0.014096481084369719,0.015317894575688005,0.023703458257206114
1,ADLs,NW,trial1,2011-05-07 20:08:50.000,-9.845860421874992,-0.05511239062500005,-0.028572875000000043,0.6416943944532228,0.39546701916656496,0.28740850428407205
1,ADLs,NW,trial1,2011-05-07 20:08:52.500,-9.768953028124995,0.157792346875,0.29959526250000024,2.482666514228354,0.640898796183601,0.5176720064238872
1,ADLs,NW,trial1,2011-05-07 20:08:55.000,-9.681892793749991,0.17928372500000006,-1.8754957656250002,2.7108366586358796,1.4431764891307828,1.9409336280632459
1,ADLs,NW,trial1,2011-05-07 20:08:57.500,-9.073042883495145,1.091438475728155,-3.493107359223303,0.33522360797867196,0.3917448493797228,0.21361138521852627
1,ADLs,NW,trial2,2011-05-07 20:09:27.500,-9.405140289473684,-0.02414805263157894,2.9434656315789467,0.0012428057371302265,0.0004946861561052632,0.00014640150467140937
1,ADLs,NW,trial2,2011-05-07 20:09:30.000,-9.463088743749996,-0.024844440625,2.7482430968750005,0.003315925691896562,0.003851292609438468,0.008400610833235254
1,ADLs,NW,trial2,2011-05-07 20:09:32.500,-9.640763615624996,-0.0717640875,1.8129711656249998,1.9888895624386809,0.9535212730491767,0.7576819861404954
1,ADLs,NW,trial2,2011-05-07 20:09:35.000,-9.76245790625,0.029055234375000093,0.6889679093750001,2.4324462098584685,1.018193148155252,0.8195134917575679
1,ADLs,NW,trial2,2011-05-07 20:09:37.500,-9.661836103125001,0.2175144343750001,-2.1462512156249995,1.4335757673145133,0.9374074224452255,1.4037501131104446
1,ADLs,NW,trial2,2011-05-07 20:09:40.000,-9.485733618750004,-0.10673372187500003,-2.773022440625,0.004862442788775838,0.0053302605501387035,0.0013734686980779575
1,ADLs,NW,trial2,2011-05-07 20:09:42.500,-9.485795759717309,-0.1676565830388693,-2.7693396113074216,0.0014629694192753978,0.0018036111287333294,0.0006225731163448314
1,ADLs,NW,trial3,2011-05-07 20:10:12.500,-9.340521057142858,-0.22808368571428567,3.0962906000000006,0.001826746368526007,0.010167152422045373,0.0006552789536588323
1,ADLs,NW,trial3,2011-05-07 20:10:15.000,-9.403012228125002,-0.2509311062499999,2.9346030999999986,0.003210212069148411,0.006358237527016883,0.008796211961356753
1,ADLs,NW,trial3,2011-05-07 20:10:17.500,-9.437059946874996,-0.21569988749999996,2.817021771875001,0.002006646520545662,0.002400482560789813,0.0016730339951860156
1,ADLs,NW,trial3,2011-05-07 20:10:20.000,-9.506808609374989,-0.20505617812500015,2.4416589249999974,2.455037314451488,1.0061491177095583,0.8228936874330908
1,ADLs,NW,trial3,2011-05-07 20:10:22.500,-9.611782971875003,-0.13635608750000003,2.018488924999999,2.365765516644549,0.8442397485733831,0.5293585002956683
1,ADLs,NW,trial3,2011-05-07 20:10:25.000,-9.806761971875002,-0.12136055937499993,-0.6377649656250002,1.017042778451017,0.8727121189274053,2.3517246163958
1,ADLs,NW,trial3,2011-05-07 20:10:27.500,-9.788170332167835,-0.2388169370629369,-1.214645332167832,0.008472937753162954,0.0029701787999749695,0.005405581138510324
1,ADLs,POG,trial1,2011-05-07 20:24:22.500,-9.81097244827586,-0.4786617499999999,-1.3401239051724136,0.07834105098706688,0.010820939085806516,0.12336482157544325
1,ADLs,POG,trial1,2011-05-07 20:24:25.000,-9.815074924999994,-0.5847345437499999,-0.8613787812500003,0.004237263770408051,0.004085166941458901,0.03624213132789552
1,ADLs,POG,trial1,2011-05-07 20:24:27.500,-8.159265309374995,-0.526356315625,-3.764733340625,3.4416131095067755,0.1947387783311697,16.536376017466637
1,ADLs,POG,trial1,2011-05-07 20:24:30.000,-8.505712206250003,-0.9396488,-2.1509391875000015,1.7053548237279756,0.28411528829999105,22.64143074519652
1,ADLs,POG,trial1,2011-05-07 20:24:32.500,-9.63909284999999,-1.3318221437499995,1.5761115468750009,0.004101505654654484,0.005316792802925969,0.020788820700662507
1,ADLs,POG,trial1,2011-05-07 20:24:35.000,-9.691769040625005,-1.370165284374999,1.2160337374999992,0.002107313677550131,0.003264751199069319,0.0033905387216863446
1,ADLs,POG,trial1,2011-05-07 20:24:37.500,-9.687920039024393,-1.3368545609756106,1.2770995658536586,0.001509083533204349,0.0016397335138749354,0.0008101397114527478
1,ADLs,POG,trial2,2011-05-07 20:25:00.000,-9.578359364661663,-0.6007576203007521,-2.376152710526314,0.008989859600654949,0.00142540439007792,0.15561223349268977
1,ADLs,POG,trial2,2011-05-07 20:25:02.500,-9.62990775937499,-0.707926078125,-2.111050756249999,0.0014470103812365476,0.0034141264424170596,0.001768506148498467
1,ADLs,POG,trial2,2011-05-07 20:25:05.000,-7.537567231249997,0.12446248749999995,-6.263376268749999,1.882594150585415,1.1606293441374287,9.098941905776924
1,ADLs,POG,trial2,2011-05-07 20:25:07.500,-9.061882487499995,-0.2966424218749999,-0.7711461250000016,1.2275232774906801,0.49897341890739205,9.325882667479348
1,ADLs,POG,trial2,2011-05-07 20:25:10.000,-9.839476065624995,-0.5251569687500002,0.6464523312500002,0.001730768479691692,0.00578722039454448,0.008412376512021633
1,ADLs,POG,trial2,2011-05-07 20:25:12.500,-9.856118746875,-0.4374376624999997,0.4654445812499999,0.0011591552311237844,0.0014913930183246132,0.001956866964250431
1,ADLs,POG,trial2,2011-05-07 20:25:15.000,-9.85449109090909,-0.3922879272727271,0.45356263636363625,0.0011861283834915793,0.0021232135353649786,0.0008020904847912446
1,ADLs,POG,trial3,2011-05-07 20:25:35.000,-9.845884814814818,-0.5198660582010581,-0.6680684656084658,0.0021332054547154537,0.0021700706438529723,0.014928137136282056
1,ADLs,POG,trial3,2011-05-07 20:25:37.500,-9.846986512499996,-0.387262546875,-0.8049984249999996,0.006895287532181646,0.019974435051264255,0.030723177321179334
1,ADLs,POG,trial3,2011-05-07 20:25:40.000,-9.819029909375,-0.35059180312499993,-1.0928026968750002,0.0022075256545278287,0.00349151318617741,0.0015464279891022252
1,ADLs,POG,trial3,2011-05-07 20:25:42.500,-7.3310816843749915,-0.4145431843750001,-6.346157568750004,2.1695476051449254,0.24551723653704724,15.326571635613261
1,ADLs,POG,trial3,2011-05-07 20:25:45.000,-8.98674140625,-0.9932260593749993,0.13219547499999929,1.3573584454960417,0.050998137833585935,6.964576611301952
1,ADLs,POG,trial3,2011-05-07 20:25:47.500,-9.7717519125,-0.9173010968749994,1.0017067250000005,0.0022585278402869665,0.001575187361579929,0.0032326591675229097
1,ADLs,POG,trial3,2011-05-07 20:25:50.000,-9.780227037878783,-0.9411618030303031,0.9407025530303034,0.002156054944952768,0.0011391480279303748,0.0008020807739284617
1,ADLs,RSS,trial1,2011-05-07 20:14:45.000,-9.66376742222222,0.2037854,1.9090617777777774,0.0020193288366585106,0.0019154734988818193,0.0006280103275404076
1,ADLs,RSS,trial1,2011-05-07 20:14:47.500,-9.603790899999996,-0.0005939187500000283,2.1639919218749992,0.0300894951328615,0.03768240924050751,0.0508066340556021
1,ADLs,RSS,trial1,2011-05-07 20:14:50.000,-9.4493338875,-0.21384410937499995,2.5749235781250013,0.04310569647304018,0.012697921098461353,0.038755849705304636
1,ADLs,RSS,trial1,2011-05-07 20:14:52.500,-9.675952387499999,-0.569255953125,0.3816505687499998,4.380242592086423,0.2442844406927657,6.891170939636468
1,ADLs,RSS,trial1,2011-05-07 20:14:55.000,-9.634596771875005,-0.28073054374999995,2.035741028124998,0.004016733223405477,0.00370706674859369,0.0033492739948800983
1,ADLs,RSS,trial1,2011-05-07 20:14:57.500,-9.622562690624997,-0.21740690000000013,2.088332365625001,0.0025169194081766755,0.0028354850406420097,0.0014292818033737646
1,ADLs,RSS,trial1,2011-05-07 20:15:00.000,-9.606795449275362,-0.2064205326086956,2.1558484275362324,0.0030609315009465245,0.0023527812925552972,0.0021237901534455392
1,ADLs,RSS,trial2,2011-05-07 20:15:22.500,-9.597868044117648,-0.2575523823529412,2.235182558823531,0.0011505684845941333,0.0013734767218727918,0.0004100686223758376
1,ADLs,RSS,trial2,2011-05-07 20:15:25.000,-9.587517765624998,-0.2158008343750002,2.2841341062500002,0.0009394288678101594,0.0011954901751856488,0.0011815671569353609
1,ADLs,RSS,trial2,2011-05-07 20:15:27.500,-9.543547471875002,0.09622169062500005,1.391760484374998,9.320450563085727,0.5707424635888539,7.034946096039945
1,ADLs,RSS,trial2,2011-05-07 20:15:30.000,-9.570794400000004,-0.14948476562500013,2.3019214499999974,0.025035819639043295,0.027727954152004446,0.009638526854706007
1,ADLs,RSS,trial2,2011-05-07 20:15:32.500,-9.578933950000001,-0.07547681875,2.3201678906249996,0.0010974672235899217,0.003269053367540712,0.0009139197261603954
1,ADLs,RSS,trial2,2011-05-07 20:15:35.000,-9.57741388125,-0.08283501562499997,2.3288443218750015,0.0019285238167256985,0.0025357444724793798,0.0018088489482440185
1,ADLs,RSS,trial2,2011-05-07 20:15:37.500,-9.57293496581197,-0.08091457264957265,2.3346884786324793,0.0012360748438781308,0.002500177545902004,0.001032808567682758
1,ADLs,RSS,trial3,2011-05-07 20:15:55.000,-9.63850725,-0.2953691060606059,2.0852375833333334,0.0007937698831660435,0.001326616168126071,0.0003361316976647576
1,ADLs,RSS,trial3,2011-05-07 20:15:57.500,-9.644443718749994,-0.26250198124999996,2.056402856249999,0.0010513353726479622,0.001605284123598391,0.0008735816288946319
1,ADLs,RSS,trial3,2011-05-07 20:16:00.000,-9.640895759375002,-0.18944606562499994,2.0450656687500013,0.0042343334212176535,0.0016635585833405077,0.007219677975068696
1,ADLs,RSS,trial3,2011-05-07 20:16:02.500,-9.450813068750003,0.012091521875000033,-0.6230967468750017,4.627275120842559,0.16462920943888346,13.229046295047253
1,ADLs,RSS,trial3,2011-05-07 20:16:05.000,-9.831893671874996,0.10720550624999996,0.89573456875,0.002858750586258731,0.007615512248677068,0.013018308828358987
1,ADLs,RSS,trial3,2011-05-07 20:16:07.500,-9.824510296875,0.17249985312500005,0.9915759093750003,0.002038217579576163,0.002900966819479927,0.0018640560277127798
1,ADLs,RSS,trial3,2011-05-07 20:16:10.000,-9.836010137566136,0.21577172486772483,0.8495611798941803,0.0017292434993745843,0.0010880251548600697,0.00266874042941426
1,ADLs,SQ,trial1,2011-05-07 20:11:50.000,-9.573963666666666,-0.14682333333333333,2.288295888888889,7.822835699998586e-05,0.00027142718575000005,0.0001312382856111138
1,ADLs,SQ,trial1,2011-05-07 20:11:52.500,-9.595342959375005,-0.16257634687500006,2.262138840625,0.0008068232915751273,0.0016144587443338468,0.0009358312057644951
1,ADLs,SQ,trial1,2011-05-07 20:11:55.000,-9.598325790625,-0.15810039687500005,2.249140268749998,0.0014021012716205667,0.0015501961961711492,0.0007144689687488659
1,ADLs,SQ,trial1,2011-05-07 20:11:57.500,-9.614262084374998,-0.121209875,2.1672829343749993,0.0008265803205727948,0.0023009160570376156,0.00047919628682641357
1,ADLs,SQ,trial1,2011-05-07 20:12:00.000,-9.631040240624996,-0.1320314875,2.0951684718750014,0.0015414904959512993,0.0019778678359622256,0.00122721741782368
1,ADLs,SQ,trial1,2011-05-07 20:12:02.500,-9.636502593750004,-0.16135433437500007,2.0675889312499995,0.0010022636907999767,0.0015010309843611954,0.0008341398147726621
